Stop name,Departure delay count,Arrival delay count,Train count,Departure delay rate (%),Arrival delay rate (%),Max departure time delay,Max arrival time delay,latitude,longitude
Cornaux NE,4,2,42,9.5,4.8,0 days 00:05:25,0 days 00:04:58,47.03857203125885,7.023365662392411
St-Blaise CFF,3,2,42,7.1,4.8,0 days 00:05:44,0 days 00:05:24,47.014575945943136,6.982110194954693
Ligerz,4,3,42,9.5,7.1,0 days 00:04:38,0 days 00:03:56,47.08376886200854,7.135157149754167
Twann,4,2,42,9.5,4.8,0 days 00:04:33,0 days 00:04:35,47.09366406558639,7.156497503536995
Solothurn Allmend,6,2,77,7.8,2.6,0 days 00:19:22,0 days 00:19:18,47.20888629885865,7.52142705345769
Lengnau BE,7,6,77,9.1,7.8,0 days 00:17:11,0 days 00:16:59,47.17943142325772,7.366553676350064
Selzach,7,5,77,9.1,6.5,0 days 00:18:35,0 days 00:18:23,47.20062403005242,7.456635040201263
Bellach,33,6,77,42.9,7.8,0 days 00:20:43,0 days 00:19:40,47.20887878167503,7.507825396241335
Solothurn West,13,9,139,9.4,6.5,0 days 00:20:07,0 days 00:19:51,47.206717288423214,7.531949150112821
Pieterlen,10,8,77,13.0,10.4,0 days 00:17:05,0 days 00:16:59,47.17144115401003,7.340193538314754
Bettlach,5,5,77,6.5,6.5,0 days 00:18:45,0 days 00:18:31,47.1949494147018,7.428373016753346
Biel Mett,9,6,77,11.7,7.8,0 days 00:17:03,0 days 00:16:55,47.14472528387503,7.272487256323596
Biel/Bienne Bözingenfeld/Champs-de-Boujean,11,7,77,14.3,9.1,0 days 00:16:55,0 days 00:16:50,47.15838230220998,7.294648132740621
Hägendorf,8,7,77,10.4,9.1,0 days 00:04:22,0 days 00:04:28,47.33026780297666,7.843816396453368
Oberbuchsiten,5,5,77,6.5,6.5,0 days 00:05:11,0 days 00:05:08,47.30524722943971,7.771723764143214
Deitingen,5,3,77,6.5,3.9,0 days 00:06:04,0 days 00:07:00,47.21822579770602,7.618913024824969
Luterbach-Attisholz,5,2,77,6.5,2.6,0 days 00:07:56,0 days 00:07:49,47.217149192740685,7.583523459570201
Egerkingen,5,4,77,6.5,5.2,0 days 00:04:09,0 days 00:04:07,47.31486483591506,7.798966473462578
Olten Hammer,11,7,77,14.3,9.1,0 days 00:04:19,0 days 00:03:56,47.34855515899264,7.897723971976287
Niederbipp,6,4,77,7.8,5.2,0 days 00:06:06,0 days 00:06:01,47.2704017343349,7.694818067323204
Wangen an der Aare,3,3,77,3.9,3.9,0 days 00:06:38,0 days 00:06:33,47.23195652523859,7.656234488596417
Wangen bei Olten,9,4,77,11.7,5.2,0 days 00:04:06,0 days 00:03:53,47.341400673101546,7.868360520003613
Langendorf,4,1,62,6.5,1.6,0 days 00:06:47,0 days 00:05:59,47.21786149795084,7.513585431863634
Oberdorf SO,1,1,54,1.9,1.9,0 days 00:05:24,0 days 00:03:16,47.23588345435637,7.493696221432947
Romanshorn,0,1,36,0.0,2.8,0 days 00:02:31,0 days 00:05:04,47.56552286486512,9.379371292262816
Amriswil,2,1,36,5.6,2.8,0 days 00:05:55,0 days 00:05:59,47.550449721216765,9.30222720092554
Dulliken,3,3,80,3.8,3.8,0 days 00:07:54,0 days 00:07:33,47.35427613722325,7.946501331157318
Aarburg-Oftringen,2,3,146,1.4,2.1,0 days 00:06:21,0 days 00:06:07,47.320268469495055,7.908222606719322
Rothrist,1,1,67,1.5,1.5,0 days 00:07:02,0 days 00:06:28,47.30645567944998,7.87939646804038
Däniken SO,7,4,77,9.1,5.2,0 days 00:08:24,0 days 00:08:02,47.35639008752846,7.978771344745681
Murgenthal,3,1,67,4.5,1.5,0 days 00:07:47,0 days 00:07:27,47.26538126991034,7.832105940803532
Roggwil-Wynau,6,2,67,9.0,3.0,0 days 00:08:14,0 days 00:03:14,47.251639651880296,7.814916377827258
Dottikon-Dintikon,1,0,109,0.9,0.0,0 days 00:03:11,0 days 00:02:44,47.37364655615532,8.234710266072673
Hendschiken,1,1,109,0.9,0.9,0 days 00:03:34,0 days 00:03:17,47.38943108161433,8.20738869936813
Muri AG,0,1,115,0.0,0.9,0 days 00:02:21,0 days 00:03:05,47.276666230203496,8.339820727262998
Boswil-Bünzen,0,0,75,0.0,0.0,0 days 00:02:40,0 days 00:02:17,47.30518168341717,8.315283587648393
Sins,1,0,74,1.4,0.0,0 days 00:03:07,0 days 00:02:50,47.18831423671463,8.397830915000554
Oberrüti,4,2,74,5.4,2.7,0 days 00:04:00,0 days 00:03:30,47.16592617211504,8.40477945884867
Benzenschwil,0,0,38,0.0,0.0,0 days 00:02:54,0 days 00:02:37,47.24685150439813,8.365616894910618
Mühlau,1,1,38,2.6,2.6,0 days 00:03:12,0 days 00:03:03,47.22501998719308,8.388524027482994
Rietheim,0,0,38,0.0,0.0,0 days 00:02:08,0 days 00:01:44,47.6007500947489,8.27732794607561
Koblenz Dorf,0,0,38,0.0,0.0,0 days 00:02:29,0 days 00:01:49,47.60938608467445,8.240163896961624
Bad Zurzach,0,0,38,0.0,0.0,0 days 00:00:49,0 days 00:01:22,47.58831339399101,8.29558779477914
Walterswil-Striegel,3,2,66,4.5,3.0,0 days 00:04:13,0 days 00:03:45,47.31992356869371,7.963203602001296
Kölliken,1,0,66,1.5,0.0,0 days 00:03:20,0 days 00:02:55,47.33730018640885,8.0264605444873
Oberentfelden,1,1,66,1.5,1.5,0 days 00:03:32,0 days 00:03:06,47.35648639544815,8.048387123619497
Kölliken Oberdorf,4,1,66,6.1,1.5,0 days 00:03:23,0 days 00:03:06,47.32468319936723,8.01909057756745
Küngoldingen,3,2,66,4.5,3.0,0 days 00:03:49,0 days 00:03:30,47.30214150681235,7.94179667101806
Hunzenschwil,0,0,66,0.0,0.0,0 days 00:02:41,0 days 00:02:02,47.38828588616155,8.12569323096962
Suhr,1,0,66,1.5,0.0,0 days 00:03:04,0 days 00:02:13,47.371635474183,8.08229064021393
Safenwil,0,0,66,0.0,0.0,0 days 00:02:20,0 days 00:03:00,47.32175790242052,7.9835182353423395
Brittnau-Wikon,1,1,45,2.2,2.2,0 days 00:03:42,0 days 00:03:08,47.26266615496052,7.957040848507757
St. Erhard-Knutwil,0,0,44,0.0,0.0,0 days 00:02:58,0 days 00:02:07,47.18008191185555,8.074581534713914
Schinznach Bad,5,4,74,6.8,5.4,0 days 00:03:49,0 days 00:03:38,47.45178516429147,8.166948608446921
Holderbank AG,1,1,74,1.4,1.4,0 days 00:03:51,0 days 00:03:21,47.42864252972158,8.166622369063539
Im Holz,2,1,34,5.9,2.9,0 days 00:04:05,0 days 00:03:13,47.23092079231314,7.474794878451989
Lommiswil,2,0,34,5.9,0.0,0 days 00:03:26,0 days 00:02:47,47.21856495542298,7.469518305975722
Cortébert,0,0,38,0.0,0.0,,,47.18933714817653,7.107309204321052
Corgémont,0,0,38,0.0,0.0,,,47.19339876795823,7.1446614596703
Basel St. Johann,1,0,14,7.1,0.0,0 days 00:03:30,0 days 00:02:56,47.5703063212538,7.572529383710242
Flums,0,0,1,0.0,0.0,0 days 00:00:30,,47.096616653255786,9.347929247885018
Flamatt,0,0,2,0.0,0.0,0 days 00:02:15,0 days 00:01:18,46.88849135728458,7.319570811530459
Faido,0,0,1,0.0,0.0,,,46.48307550405715,8.790710106817194
Bodio TI,0,0,1,0.0,0.0,0 days 00:00:03,,46.38025452036379,8.906567985277539
Münsingen,0,0,2,0.0,0.0,0 days 00:01:37,0 days 00:01:28,46.87335414993427,7.5594423960230674
Lavorgo,0,0,1,0.0,0.0,0 days 00:00:08,,46.44090172513061,8.83974741803317
Maienfeld,1,0,3,33.3,0.0,0 days 00:03:22,0 days 00:02:42,47.00384055331278,9.529216089685594
Wynigen,1,1,1,100.0,100.0,0 days 00:03:29,0 days 00:03:16,47.10517483137686,7.663506863498608
Burgdorf,0,0,2,0.0,0.0,0 days 00:02:56,0 days 00:02:54,47.06070072639066,7.621694473552611
Ambrì-Piotta,0,0,1,0.0,0.0,0 days 00:00:34,0 days 00:00:16,46.51076379041375,8.689927898844136
Düdingen,0,0,1,0.0,0.0,0 days 00:01:52,0 days 00:00:50,46.85105245533772,7.1897532100125545
